Number of devices,Interaction,Signals,Successful rate
1,293.0,789.0,65.47619
2,572.0,1508.0,67.261905
3,837.0,2157.0,69.246032
4,1122.0,2906.0,68.75
5,1405.0,3645.0,68.571429
6,1672.0,4304.0,69.246032
