Number of devices,Interaction,Signals,Successful rate
1,265.0,649.0,73.809524
2,554.0,1418.0,69.940476
3,825.0,2097.0,70.436508
4,1086.0,2726.0,71.428571
5,1375.0,3495.0,70.357143
6,1658.0,4234.0,69.940476
