Number of devices,Interaction,Signals,Successful rate
1,98.0,490.0,72.619048
2,216.0,1080.0,69.345238
3,332.0,1660.0,68.650794
4,448.0,2240.0,68.154762
5,568.0,2840.0,67.738095
6,688.0,3440.0,67.361111
7,804.0,4020.0,67.346939
