Number of devices,Interaction,Signals,Successful rate
1,96.0,480.0,73.214286
2,210.0,1050.0,70.238095
3,304.0,1520.0,71.428571
4,430.0,2150.0,69.494048
5,544.0,2720.0,69.166667
6,654.0,3270.0,69.047619
7,764.0,3820.0,69.047619
