Number of devices,Interaction,Signals,Successful rate
1,289.0,769.0,66.666667
2,580.0,1548.0,66.071429
3,867.0,2307.0,66.269841
4,1142.0,3006.0,67.261905
5,1423.0,3735.0,67.5
6,1712.0,4504.0,67.261905
