Number of devices,Interaction,Signals,Successful rate
1,122.0,610.0,65.47619
2,236.0,1180.0,66.369048
3,358.0,1790.0,66.071429
4,472.0,2360.0,66.369048
5,592.0,2960.0,66.309524
6,706.0,3530.0,66.468254
7,826.0,4130.0,66.411565
