Number of devices,Interaction,Signals,Successful rate
1,116.0,580.0,67.261905
2,236.0,1180.0,66.369048
3,340.0,1700.0,67.857143
4,450.0,2250.0,68.005952
5,566.0,2830.0,67.857143
6,680.0,3400.0,67.757937
7,786.0,3930.0,68.112245
