Number of devices,Interaction,Signals,Successful rate
1,289.0,769.0,66.666667
2,566.0,1478.0,68.154762
3,855.0,2247.0,67.460317
4,1114.0,2866.0,69.345238
5,1399.0,3615.0,68.928571
6,1682.0,4354.0,68.75
