Number of devices,Interaction,Signals,Successful rate
1,118.0,590.0,66.666667
2,230.0,1150.0,67.261905
3,336.0,1680.0,68.253968
4,450.0,2250.0,68.005952
5,568.0,2840.0,67.738095
6,668.0,3340.0,68.353175
7,774.0,3870.0,68.622449
