Number of devices,Interaction,Signals,Successful rate
1,118.0,590.0,66.666667
2,228.0,1140.0,67.559524
3,336.0,1680.0,68.253968
4,434.0,2170.0,69.196429
5,534.0,2670.0,69.761905
6,628.0,3140.0,70.337302
7,728.0,3640.0,70.578231
