Number of devices,Interaction,Signals,Successful rate
1,287.0,759.0,67.261905
2,554.0,1418.0,69.940476
3,841.0,2177.0,68.849206
4,1126.0,2926.0,68.452381
5,1411.0,3675.0,68.214286
6,1696.0,4424.0,68.055556
