Number of devices,Interaction,Signals,Successful rate
1,120.0,600.0,66.071429
2,240.0,1200.0,65.77381
3,356.0,1780.0,66.269841
4,462.0,2310.0,67.113095
5,568.0,2840.0,67.738095
6,672.0,3360.0,68.154762
7,788.0,3940.0,68.027211
