Number of devices,Interaction,Signals,Successful rate
1,120.0,600.0,66.071429
2,240.0,1200.0,65.77381
3,360.0,1800.0,65.873016
4,472.0,2360.0,66.369048
5,588.0,2940.0,66.547619
6,702.0,3510.0,66.666667
7,808.0,4040.0,67.176871
