Number of devices,Interaction,Signals,Successful rate
1,122.0,610.0,65.47619
2,236.0,1180.0,66.369048
3,356.0,1780.0,66.269841
4,458.0,2290.0,67.410714
5,574.0,2870.0,67.380952
6,676.0,3380.0,67.956349
7,782.0,3910.0,68.282313
