Number of devices,Interaction,Signals,Successful rate
1,118.0,590.0,66.666667
2,218.0,1090.0,69.047619
3,338.0,1690.0,68.055556
4,438.0,2190.0,68.89881
5,556.0,2780.0,68.452381
6,652.0,3260.0,69.146825
7,754.0,3770.0,69.472789
