Number of devices,Interaction,Signals,Successful rate
1,293.0,789.0,65.47619
2,582.0,1558.0,65.77381
3,851.0,2227.0,67.857143
4,1112.0,2856.0,69.494048
5,1377.0,3505.0,70.238095
6,1662.0,4254.0,69.742063
