Number of devices,Interaction,Signals,Successful rate
1,267.0,659.0,73.214286
2,560.0,1448.0,69.047619
3,823.0,2087.0,70.634921
4,1108.0,2836.0,69.791667
5,1393.0,3585.0,69.285714
6,1670.0,4294.0,69.345238
