Number of devices,Interaction,Signals,Successful rate
1,267.0,659.0,73.214286
2,554.0,1418.0,69.940476
3,833.0,2137.0,69.642857
4,1116.0,2876.0,69.196429
5,1397.0,3605.0,69.047619
6,1676.0,4324.0,69.047619
