Number of devices,Interaction,Signals,Successful rate
1,94.0,470.0,73.809524
2,220.0,1100.0,68.75
3,344.0,1720.0,67.460317
4,458.0,2290.0,67.410714
5,564.0,2820.0,67.97619
6,664.0,3320.0,68.551587
7,784.0,3920.0,68.197279
