Number of devices,Interaction,Signals,Successful rate
1,261.0,629.0,75.0
2,552.0,1408.0,70.238095
3,831.0,2127.0,69.84127
4,1092.0,2756.0,70.982143
5,1373.0,3485.0,70.47619
6,1644.0,4164.0,70.634921
