Number of devices,Interaction,Signals,Successful rate
1,116.0,580.0,67.261905
2,228.0,1140.0,67.559524
3,344.0,1720.0,67.460317
4,460.0,2300.0,67.261905
5,576.0,2880.0,67.261905
6,676.0,3380.0,67.956349
7,798.0,3990.0,67.602041
