Number of devices,Interaction,Signals,Successful rate
1,118.0,590.0,66.666667
2,232.0,1160.0,66.964286
3,350.0,1750.0,66.865079
4,448.0,2240.0,68.154762
5,562.0,2810.0,68.095238
6,658.0,3290.0,68.849206
7,766.0,3830.0,68.962585
