Number of devices,Interaction,Signals,Successful rate
1,287.0,759.0,67.261905
2,558.0,1438.0,69.345238
3,847.0,2207.0,68.253968
4,1128.0,2936.0,68.303571
5,1399.0,3615.0,68.928571
6,1680.0,4344.0,68.849206
