Number of devices,Interaction,Signals,Successful rate
1,96.0,480.0,73.214286
2,214.0,1070.0,69.642857
3,330.0,1650.0,68.849206
4,446.0,2230.0,68.303571
5,550.0,2750.0,68.809524
6,650.0,3250.0,69.246032
7,766.0,3830.0,68.962585
