Number of devices,Interaction,Signals,Successful rate
1,118.0,590.0,66.666667
2,214.0,1070.0,69.642857
3,334.0,1670.0,68.452381
4,432.0,2160.0,69.345238
5,528.0,2640.0,70.119048
6,648.0,3240.0,69.345238
7,752.0,3760.0,69.557823
