Number of devices,Interaction,Signals,Successful rate
1,120.0,600.0,66.071429
2,220.0,1100.0,68.75
3,338.0,1690.0,68.055556
4,450.0,2250.0,68.005952
5,568.0,2840.0,67.738095
6,682.0,3410.0,67.65873
7,786.0,3930.0,68.112245
