Number of devices,Interaction,Signals,Successful rate
1,118.0,590.0,66.666667
2,218.0,1090.0,69.047619
3,336.0,1680.0,68.253968
4,438.0,2190.0,68.89881
5,548.0,2740.0,68.928571
6,660.0,3300.0,68.75
7,776.0,3880.0,68.537415
