Number of devices,Interaction,Signals,Successful rate
1,116.0,580.0,67.261905
2,228.0,1140.0,67.559524
3,338.0,1690.0,68.055556
4,448.0,2240.0,68.154762
5,552.0,2760.0,68.690476
6,668.0,3340.0,68.353175
7,770.0,3850.0,68.792517
