Number of devices,Interaction,Signals,Successful rate
1,98.0,490.0,72.619048
2,196.0,980.0,72.321429
3,296.0,1480.0,72.222222
4,390.0,1950.0,72.470238
5,516.0,2580.0,70.833333
6,638.0,3190.0,69.84127
7,764.0,3820.0,69.047619
