Number of devices,Interaction,Signals,Successful rate
1,269.0,669.0,72.619048
2,558.0,1438.0,69.345238
3,819.0,2067.0,71.031746
4,1082.0,2706.0,71.72619
5,1363.0,3435.0,71.071429
6,1648.0,4184.0,70.436508
