Number of devices,Interaction,Signals,Successful rate
1,98.0,490.0,72.619048
2,226.0,1130.0,67.857143
3,342.0,1710.0,67.65873
4,460.0,2300.0,67.261905
5,576.0,2880.0,67.261905
6,678.0,3390.0,67.857143
7,796.0,3980.0,67.687075
