Number of devices,Interaction,Signals,Successful rate
1,96.0,480.0,73.214286
2,220.0,1100.0,68.75
3,316.0,1580.0,70.238095
4,438.0,2190.0,68.89881
5,562.0,2810.0,68.095238
6,674.0,3370.0,68.055556
7,792.0,3960.0,67.857143
