Number of devices,Interaction,Signals,Successful rate
1,90.0,450.0,75.0
2,214.0,1070.0,69.642857
3,342.0,1710.0,67.65873
4,450.0,2250.0,68.005952
5,576.0,2880.0,67.261905
6,686.0,3430.0,67.460317
7,804.0,4020.0,67.346939
