Number of devices,Interaction,Signals,Successful rate
1,106.0,530.0,70.238095
2,194.0,970.0,72.619048
3,314.0,1570.0,70.436508
4,436.0,2180.0,69.047619
5,534.0,2670.0,69.761905
6,654.0,3270.0,69.047619
7,752.0,3760.0,69.557823
