Number of devices,Interaction,Signals,Successful rate
1,261.0,629.0,75.0
2,538.0,1338.0,72.321429
3,815.0,2047.0,71.428571
4,1078.0,2686.0,72.02381
5,1367.0,3455.0,70.833333
6,1658.0,4234.0,69.940476
