Number of devices,Interaction,Signals,Successful rate
1,112.0,560.0,68.452381
2,230.0,1150.0,67.261905
3,346.0,1730.0,67.261905
4,456.0,2280.0,67.559524
5,558.0,2790.0,68.333333
6,656.0,3280.0,68.948413
7,770.0,3850.0,68.792517
