Number of devices,Interaction,Signals,Successful rate
1,96.0,480.0,73.214286
2,216.0,1080.0,69.345238
3,326.0,1630.0,69.246032
4,440.0,2200.0,68.75
5,548.0,2740.0,68.928571
6,664.0,3320.0,68.551587
7,782.0,3910.0,68.282313
