Number of devices,Interaction,Signals,Successful rate
1,116.0,580.0,67.261905
2,226.0,1130.0,67.857143
3,332.0,1660.0,68.650794
4,444.0,2220.0,68.452381
5,566.0,2830.0,67.857143
6,666.0,3330.0,68.452381
7,788.0,3940.0,68.027211
