Number of devices,Interaction,Signals,Successful rate
1,116.0,580.0,67.261905
2,214.0,1070.0,69.642857
3,334.0,1670.0,68.452381
4,448.0,2240.0,68.154762
5,566.0,2830.0,67.857143
6,678.0,3390.0,67.857143
7,802.0,4010.0,67.431973
