Number of devices,Interaction,Signals,Successful rate
1,267.0,659.0,73.214286
2,530.0,1298.0,73.511905
3,819.0,2067.0,71.031746
4,1108.0,2836.0,69.791667
5,1367.0,3455.0,70.833333
6,1652.0,4204.0,70.238095
