Number of devices,Interaction,Signals,Successful rate
1,118.0,590.0,66.666667
2,228.0,1140.0,67.559524
3,332.0,1660.0,68.650794
4,432.0,2160.0,69.345238
5,524.0,2620.0,70.357143
6,654.0,3270.0,69.047619
7,772.0,3860.0,68.707483
