Number of devices,Interaction,Signals,Successful rate
1,273.0,689.0,71.428571
2,566.0,1478.0,68.154762
3,843.0,2187.0,68.650794
4,1108.0,2836.0,69.791667
5,1383.0,3535.0,69.880952
6,1670.0,4294.0,69.345238
