Number of devices,Interaction,Signals,Successful rate
1,295.0,799.0,64.880952
2,580.0,1548.0,66.071429
3,845.0,2197.0,68.452381
4,1132.0,2956.0,68.005952
5,1413.0,3685.0,68.095238
6,1678.0,4334.0,68.948413
