Number of devices,Interaction,Signals,Successful rate
1,118.0,590.0,66.666667
2,214.0,1070.0,69.642857
3,314.0,1570.0,70.436508
4,410.0,2050.0,70.982143
5,516.0,2580.0,70.833333
6,612.0,3060.0,71.130952
7,712.0,3560.0,71.258503
