Number of devices,Interaction,Signals,Successful rate
1,90.0,450.0,75.0
2,178.0,890.0,75.0
3,308.0,1540.0,71.031746
4,432.0,2160.0,69.345238
5,552.0,2760.0,68.690476
6,648.0,3240.0,69.345238
7,750.0,3750.0,69.642857
