Number of devices,Interaction,Signals,Successful rate
1,271.0,679.0,72.02381
2,550.0,1398.0,70.535714
3,827.0,2107.0,70.238095
4,1112.0,2856.0,69.494048
5,1393.0,3585.0,69.285714
6,1676.0,4324.0,69.047619
