Number of devices,Interaction,Signals,Successful rate
1,279.0,719.0,69.642857
2,554.0,1418.0,69.940476
3,815.0,2047.0,71.428571
4,1102.0,2806.0,70.238095
5,1381.0,3525.0,70.0
6,1672.0,4304.0,69.246032
