Number of devices,Interaction,Signals,Successful rate
1,285.0,749.0,67.857143
2,574.0,1518.0,66.964286
3,841.0,2177.0,68.849206
4,1126.0,2926.0,68.452381
5,1393.0,3585.0,69.285714
6,1678.0,4334.0,68.948413
