Number of devices,Interaction,Signals,Successful rate
1,287.0,759.0,67.261905
2,576.0,1528.0,66.666667
3,839.0,2167.0,69.047619
4,1100.0,2796.0,70.386905
5,1367.0,3455.0,70.833333
6,1652.0,4204.0,70.238095
