Number of devices,Interaction,Signals,Successful rate
1,273.0,689.0,71.428571
2,566.0,1478.0,68.154762
3,847.0,2207.0,68.253968
4,1128.0,2936.0,68.303571
5,1399.0,3615.0,68.928571
6,1672.0,4304.0,69.246032
