Number of devices,Interaction,Signals,Successful rate
1,116.0,580.0,67.261905
2,226.0,1130.0,67.857143
3,330.0,1650.0,68.849206
4,430.0,2150.0,69.494048
5,546.0,2730.0,69.047619
6,648.0,3240.0,69.345238
7,766.0,3830.0,68.962585
