Number of devices,Interaction,Signals,Successful rate
1,112.0,560.0,68.452381
2,210.0,1050.0,70.238095
3,334.0,1670.0,68.452381
4,432.0,2160.0,69.345238
5,528.0,2640.0,70.119048
6,650.0,3250.0,69.246032
7,774.0,3870.0,68.622449
