Number of devices,Interaction,Signals,Successful rate
1,90.0,450.0,75.0
2,212.0,1060.0,69.940476
3,340.0,1700.0,67.857143
4,444.0,2220.0,68.452381
5,556.0,2780.0,68.452381
6,670.0,3350.0,68.253968
7,780.0,3900.0,68.367347
