Number of devices,Interaction,Signals,Successful rate
1,295.0,799.0,64.880952
2,566.0,1478.0,68.154762
3,831.0,2127.0,69.84127
4,1098.0,2786.0,70.535714
5,1363.0,3435.0,71.071429
6,1646.0,4174.0,70.535714
