Periods,Interaction,Signals,Successful rate
1,2188.0,6012.0,67.602041
2,1502.0,5046.0,67.942177
3,1278.0,4710.0,67.942177
4,1166.0,4542.0,67.942177
5,1093.0,4429.0,67.942177
6,1050.0,4354.0,67.942177
7,1016.0,4296.0,67.942177
8,989.0,4245.0,67.942177
9,1023.0,4303.0,67.517007
10,957.0,4197.0,67.772109
11,937.0,4153.0,67.942177
12,939.0,4163.0,67.772109
13,912.0,4112.0,67.942177
14,969.0,4201.0,67.517007
15,912.0,4112.0,67.772109
16,903.0,4095.0,67.772109
17,894.0,4078.0,67.772109
18,894.0,4078.0,67.772109
19,885.0,4061.0,67.772109
20,883.0,4051.0,67.772109
21,883.0,4051.0,67.772109
22,874.0,4034.0,67.772109
23,874.0,4034.0,67.772109
24,920.0,4096.0,67.517007
25,854.0,3990.0,67.942177
26,854.0,3990.0,67.942177
27,863.0,4007.0,67.772109
28,863.0,4007.0,67.772109
29,856.0,4000.0,67.772109
30,854.0,3990.0,67.772109
31,902.0,4062.0,67.517007
32,902.0,4062.0,67.517007
33,843.0,3963.0,67.942177
34,834.0,3946.0,67.942177
35,845.0,3973.0,67.772109
36,845.0,3973.0,67.772109
37,834.0,3946.0,67.942177
38,832.0,3936.0,67.942177
39,843.0,3963.0,67.772109
40,843.0,3963.0,67.772109
41,832.0,3936.0,67.942177
42,841.0,3953.0,67.772109
43,834.0,3946.0,67.772109
44,834.0,3946.0,67.772109
45,834.0,3946.0,67.772109
46,834.0,3946.0,67.772109
47,834.0,3946.0,67.772109
48,832.0,3936.0,67.772109
49,832.0,3936.0,67.772109
50,832.0,3936.0,67.772109
51,832.0,3936.0,67.772109
52,832.0,3936.0,67.772109
53,832.0,3936.0,67.772109
54,832.0,3936.0,67.772109
55,832.0,3936.0,67.772109
56,846.0,3950.0,67.687075
57,812.0,3892.0,67.942177
58,823.0,3919.0,67.772109
59,839.0,3943.0,67.687075
60,823.0,3919.0,67.772109
61,839.0,3943.0,67.687075
62,823.0,3919.0,67.772109
63,839.0,3943.0,67.687075
64,823.0,3919.0,67.772109
65,837.0,3933.0,67.687075
66,821.0,3909.0,67.772109
67,837.0,3933.0,67.687075
68,810.0,3882.0,67.942177
69,837.0,3933.0,67.687075
70,860.0,3964.0,67.517007
71,837.0,3933.0,67.687075
72,860.0,3964.0,67.517007
73,837.0,3933.0,67.687075
74,821.0,3909.0,67.772109
75,837.0,3933.0,67.687075
76,819.0,3899.0,67.772109
77,819.0,3899.0,67.772109
78,819.0,3899.0,67.772109
79,835.0,3923.0,67.687075
80,819.0,3899.0,67.772109
81,819.0,3899.0,67.772109
82,819.0,3899.0,67.772109
83,819.0,3899.0,67.772109
84,819.0,3899.0,67.772109
85,828.0,3916.0,67.687075
86,812.0,3892.0,67.772109
87,828.0,3916.0,67.687075
88,812.0,3892.0,67.772109
89,812.0,3892.0,67.772109
90,812.0,3892.0,67.772109
91,810.0,3882.0,67.772109
92,826.0,3906.0,67.687075
93,810.0,3882.0,67.772109
94,826.0,3906.0,67.687075
95,826.0,3906.0,67.687075
96,826.0,3906.0,67.687075
97,826.0,3906.0,67.687075
98,810.0,3882.0,67.772109
99,826.0,3906.0,67.687075
100,810.0,3882.0,67.772109
101,826.0,3906.0,67.687075
102,810.0,3882.0,67.772109
103,810.0,3882.0,67.772109
104,842.0,3930.0,67.602041
105,810.0,3882.0,67.772109
106,842.0,3930.0,67.602041
107,810.0,3882.0,67.772109
108,810.0,3882.0,67.772109
109,826.0,3906.0,67.687075
110,810.0,3882.0,67.772109
111,840.0,3920.0,67.602041
112,824.0,3896.0,67.687075
113,808.0,3872.0,67.772109
114,824.0,3896.0,67.687075
115,808.0,3872.0,67.772109
116,824.0,3896.0,67.687075
117,824.0,3896.0,67.687075
118,808.0,3872.0,67.772109
119,824.0,3896.0,67.687075
120,808.0,3872.0,67.772109
121,824.0,3896.0,67.687075
122,808.0,3872.0,67.772109
123,808.0,3872.0,67.772109
124,824.0,3896.0,67.687075
125,808.0,3872.0,67.772109
126,808.0,3872.0,67.772109
127,824.0,3896.0,67.687075
128,808.0,3872.0,67.772109
129,824.0,3896.0,67.687075
130,824.0,3896.0,67.687075
131,808.0,3872.0,67.772109
132,824.0,3896.0,67.687075
133,824.0,3896.0,67.687075
134,808.0,3872.0,67.772109
135,824.0,3896.0,67.687075
136,808.0,3872.0,67.772109
137,808.0,3872.0,67.772109
138,824.0,3896.0,67.687075
139,808.0,3872.0,67.772109
140,822.0,3886.0,67.687075
141,822.0,3886.0,67.687075
142,806.0,3862.0,67.772109
143,822.0,3886.0,67.687075
144,822.0,3886.0,67.687075
145,806.0,3862.0,67.772109
146,822.0,3886.0,67.687075
147,822.0,3886.0,67.687075
148,822.0,3886.0,67.687075
149,822.0,3886.0,67.687075
150,822.0,3886.0,67.687075
151,822.0,3886.0,67.687075
152,822.0,3886.0,67.687075
153,822.0,3886.0,67.687075
154,806.0,3862.0,67.772109
155,822.0,3886.0,67.687075
156,822.0,3886.0,67.687075
157,806.0,3862.0,67.772109
158,822.0,3886.0,67.687075
159,822.0,3886.0,67.687075
160,822.0,3886.0,67.687075
161,822.0,3886.0,67.687075
162,822.0,3886.0,67.687075
163,806.0,3862.0,67.772109
164,822.0,3886.0,67.687075
165,822.0,3886.0,67.687075
166,806.0,3862.0,67.772109
167,822.0,3886.0,67.687075
168,822.0,3886.0,67.687075
