Periods,Interaction,Signals,Successful rate
1,2183.0,6015.0,67.687075
2,1504.0,5056.0,67.942177
3,1309.0,4781.0,67.687075
4,1195.0,4603.0,67.687075
5,1122.0,4490.0,67.687075
6,1077.0,4405.0,67.687075
7,1034.0,4330.0,67.772109
8,1007.0,4279.0,67.772109
9,977.0,4241.0,67.772109
10,959.0,4207.0,67.772109
11,973.0,4221.0,67.687075
12,928.0,4136.0,68.027211
13,914.0,4122.0,67.857143
14,921.0,4129.0,67.772109
15,905.0,4105.0,67.857143
16,896.0,4088.0,67.857143
17,887.0,4071.0,67.857143
18,885.0,4061.0,67.857143
19,901.0,4085.0,67.772109
20,876.0,4044.0,67.857143
21,876.0,4044.0,67.857143
22,890.0,4058.0,67.772109
23,888.0,4048.0,67.687075
24,888.0,4048.0,67.687075
25,858.0,4010.0,67.857143
26,861.0,3997.0,68.027211
27,861.0,3997.0,68.027211
28,861.0,3997.0,68.027211
29,852.0,3980.0,68.027211
30,852.0,3980.0,68.027211
31,852.0,3980.0,68.027211
32,850.0,3970.0,68.027211
33,850.0,3970.0,68.027211
34,843.0,3963.0,68.027211
35,836.0,3956.0,67.942177
36,841.0,3953.0,68.027211
37,834.0,3946.0,67.942177
38,841.0,3953.0,68.027211
39,834.0,3946.0,67.942177
40,832.0,3936.0,67.942177
41,832.0,3936.0,67.942177
42,832.0,3936.0,67.942177
43,825.0,3929.0,67.942177
44,825.0,3929.0,67.942177
45,825.0,3929.0,67.942177
46,823.0,3919.0,67.942177
47,830.0,3926.0,68.027211
48,823.0,3919.0,67.942177
49,823.0,3919.0,67.942177
50,823.0,3919.0,67.942177
51,823.0,3919.0,67.942177
52,828.0,3916.0,68.027211
53,828.0,3916.0,68.027211
54,828.0,3916.0,68.027211
55,828.0,3916.0,68.027211
56,828.0,3916.0,68.027211
57,821.0,3909.0,68.027211
58,821.0,3909.0,68.027211
59,821.0,3909.0,68.027211
60,846.0,3950.0,67.687075
61,846.0,3950.0,67.687075
62,846.0,3950.0,67.687075
63,846.0,3950.0,67.687075
64,846.0,3950.0,67.687075
65,846.0,3950.0,67.687075
66,846.0,3950.0,67.687075
67,846.0,3950.0,67.687075
68,846.0,3950.0,67.687075
69,846.0,3950.0,67.687075
70,846.0,3950.0,67.687075
71,844.0,3940.0,67.687075
72,844.0,3940.0,67.687075
73,844.0,3940.0,67.687075
74,844.0,3940.0,67.687075
75,844.0,3940.0,67.687075
76,844.0,3940.0,67.687075
77,844.0,3940.0,67.687075
78,844.0,3940.0,67.687075
79,844.0,3940.0,67.687075
80,844.0,3940.0,67.687075
81,844.0,3940.0,67.687075
82,844.0,3940.0,67.687075
83,844.0,3940.0,67.687075
84,842.0,3930.0,67.687075
85,835.0,3923.0,67.687075
86,835.0,3923.0,67.687075
87,835.0,3923.0,67.687075
88,835.0,3923.0,67.687075
89,835.0,3923.0,67.687075
90,835.0,3923.0,67.687075
91,835.0,3923.0,67.687075
92,835.0,3923.0,67.687075
93,835.0,3923.0,67.687075
94,835.0,3923.0,67.687075
95,835.0,3923.0,67.687075
96,835.0,3923.0,67.687075
97,835.0,3923.0,67.687075
98,835.0,3923.0,67.687075
99,835.0,3923.0,67.687075
100,835.0,3923.0,67.687075
101,835.0,3923.0,67.687075
102,833.0,3913.0,67.687075
103,833.0,3913.0,67.687075
104,833.0,3913.0,67.687075
105,833.0,3913.0,67.687075
106,833.0,3913.0,67.687075
107,833.0,3913.0,67.687075
108,833.0,3913.0,67.687075
109,833.0,3913.0,67.687075
110,833.0,3913.0,67.687075
111,833.0,3913.0,67.687075
112,833.0,3913.0,67.687075
113,833.0,3913.0,67.687075
114,833.0,3913.0,67.687075
115,833.0,3913.0,67.687075
116,833.0,3913.0,67.687075
117,833.0,3913.0,67.687075
118,833.0,3913.0,67.687075
119,833.0,3913.0,67.687075
120,833.0,3913.0,67.687075
121,833.0,3913.0,67.687075
122,833.0,3913.0,67.687075
123,833.0,3913.0,67.687075
124,833.0,3913.0,67.687075
125,833.0,3913.0,67.687075
126,831.0,3903.0,67.687075
127,831.0,3903.0,67.687075
128,831.0,3903.0,67.687075
129,831.0,3903.0,67.687075
130,831.0,3903.0,67.687075
131,831.0,3903.0,67.687075
132,831.0,3903.0,67.687075
133,831.0,3903.0,67.687075
134,831.0,3903.0,67.687075
135,831.0,3903.0,67.687075
136,831.0,3903.0,67.687075
137,831.0,3903.0,67.687075
138,831.0,3903.0,67.687075
139,831.0,3903.0,67.687075
140,831.0,3903.0,67.687075
141,831.0,3903.0,67.687075
142,831.0,3903.0,67.687075
143,831.0,3903.0,67.687075
144,831.0,3903.0,67.687075
145,831.0,3903.0,67.687075
146,831.0,3903.0,67.687075
147,831.0,3903.0,67.687075
148,831.0,3903.0,67.687075
149,831.0,3903.0,67.687075
150,831.0,3903.0,67.687075
151,831.0,3903.0,67.687075
152,829.0,3893.0,67.687075
153,829.0,3893.0,67.687075
154,829.0,3893.0,67.687075
155,829.0,3893.0,67.687075
156,829.0,3893.0,67.687075
157,829.0,3893.0,67.687075
158,829.0,3893.0,67.687075
159,829.0,3893.0,67.687075
160,829.0,3893.0,67.687075
161,829.0,3893.0,67.687075
162,829.0,3893.0,67.687075
163,829.0,3893.0,67.687075
164,829.0,3893.0,67.687075
165,829.0,3893.0,67.687075
166,829.0,3893.0,67.687075
167,829.0,3893.0,67.687075
168,829.0,3893.0,67.687075
