Periods,Interaction,Signals,Successful rate
1,2092.0,5644.0,71.173469
2,1432.0,4696.0,71.343537
3,1212.0,4380.0,71.173469
4,1098.0,4202.0,71.173469
5,1019.0,4059.0,71.343537
6,979.0,3971.0,71.513605
7,944.0,3936.0,71.173469
8,921.0,3905.0,71.088435
9,890.0,3834.0,71.343537
10,881.0,3817.0,71.343537
11,867.0,3803.0,71.088435
12,856.0,3776.0,71.173469
13,845.0,3749.0,71.343537
14,837.0,3709.0,71.513605
15,825.0,3705.0,71.343537
16,822.0,3718.0,71.088435
17,813.0,3701.0,71.088435
18,811.0,3691.0,71.088435
19,804.0,3684.0,71.088435
20,802.0,3674.0,71.088435
21,800.0,3664.0,71.088435
22,793.0,3657.0,71.088435
23,791.0,3647.0,71.088435
24,791.0,3647.0,71.088435
25,782.0,3630.0,71.088435
26,782.0,3630.0,71.088435
27,791.0,3647.0,71.088435
28,779.0,3587.0,71.513605
29,772.0,3580.0,71.513605
30,772.0,3580.0,71.513605
31,770.0,3570.0,71.513605
32,770.0,3570.0,71.513605
33,770.0,3570.0,71.513605
34,756.0,3556.0,71.343537
35,761.0,3553.0,71.513605
36,760.0,3576.0,71.173469
37,760.0,3576.0,71.173469
38,758.0,3566.0,71.173469
39,758.0,3566.0,71.173469
40,758.0,3566.0,71.173469
41,759.0,3543.0,71.513605
42,754.0,3546.0,71.343537
43,750.0,3526.0,71.513605
44,749.0,3549.0,71.173469
45,750.0,3526.0,71.513605
46,749.0,3549.0,71.173469
47,745.0,3529.0,71.343537
48,748.0,3516.0,71.513605
49,752.0,3536.0,71.343537
50,748.0,3516.0,71.513605
51,748.0,3516.0,71.513605
52,748.0,3516.0,71.513605
53,752.0,3536.0,71.343537
54,752.0,3536.0,71.343537
55,745.0,3529.0,71.173469
56,745.0,3529.0,71.173469
57,738.0,3522.0,71.173469
58,738.0,3522.0,71.173469
59,738.0,3522.0,71.173469
60,738.0,3522.0,71.173469
61,738.0,3522.0,71.173469
62,743.0,3519.0,71.343537
63,738.0,3522.0,71.173469
64,743.0,3519.0,71.343537
65,737.0,3489.0,71.513605
66,737.0,3489.0,71.513605
67,737.0,3489.0,71.513605
68,737.0,3489.0,71.513605
69,737.0,3489.0,71.513605
70,737.0,3489.0,71.513605
71,737.0,3489.0,71.513605
72,737.0,3489.0,71.513605
73,737.0,3489.0,71.513605
74,737.0,3489.0,71.513605
75,735.0,3479.0,71.513605
76,735.0,3479.0,71.513605
77,732.0,3492.0,71.258503
78,735.0,3479.0,71.513605
79,732.0,3492.0,71.258503
80,735.0,3479.0,71.513605
81,732.0,3492.0,71.258503
82,735.0,3479.0,71.513605
83,735.0,3479.0,71.513605
84,735.0,3479.0,71.513605
85,728.0,3472.0,71.513605
86,725.0,3485.0,71.258503
87,728.0,3472.0,71.513605
88,725.0,3485.0,71.258503
89,726.0,3462.0,71.513605
90,726.0,3462.0,71.513605
91,726.0,3462.0,71.513605
92,726.0,3462.0,71.513605
93,723.0,3475.0,71.258503
94,726.0,3462.0,71.513605
95,726.0,3462.0,71.513605
96,726.0,3462.0,71.513605
97,726.0,3462.0,71.513605
98,723.0,3475.0,71.258503
99,726.0,3462.0,71.513605
100,726.0,3462.0,71.513605
101,726.0,3462.0,71.513605
102,726.0,3462.0,71.513605
103,723.0,3475.0,71.258503
104,726.0,3462.0,71.513605
105,726.0,3462.0,71.513605
106,726.0,3462.0,71.513605
107,726.0,3462.0,71.513605
108,723.0,3475.0,71.258503
109,724.0,3452.0,71.513605
110,724.0,3452.0,71.513605
111,724.0,3452.0,71.513605
112,724.0,3452.0,71.513605
113,724.0,3452.0,71.513605
114,724.0,3452.0,71.513605
115,724.0,3452.0,71.513605
116,721.0,3465.0,71.258503
117,724.0,3452.0,71.513605
118,724.0,3452.0,71.513605
119,724.0,3452.0,71.513605
120,724.0,3452.0,71.513605
121,724.0,3452.0,71.513605
122,724.0,3452.0,71.513605
123,724.0,3452.0,71.513605
124,724.0,3452.0,71.513605
125,724.0,3452.0,71.513605
126,724.0,3452.0,71.513605
127,724.0,3452.0,71.513605
128,724.0,3452.0,71.513605
129,724.0,3452.0,71.513605
130,721.0,3465.0,71.258503
131,724.0,3452.0,71.513605
132,724.0,3452.0,71.513605
133,721.0,3465.0,71.258503
134,722.0,3442.0,71.513605
135,722.0,3442.0,71.513605
136,722.0,3442.0,71.513605
137,722.0,3442.0,71.513605
138,722.0,3442.0,71.513605
139,722.0,3442.0,71.513605
140,722.0,3442.0,71.513605
141,722.0,3442.0,71.513605
142,722.0,3442.0,71.513605
143,722.0,3442.0,71.513605
144,722.0,3442.0,71.513605
145,722.0,3442.0,71.513605
146,722.0,3442.0,71.513605
147,722.0,3442.0,71.513605
148,722.0,3442.0,71.513605
149,722.0,3442.0,71.513605
150,722.0,3442.0,71.513605
151,722.0,3442.0,71.513605
152,722.0,3442.0,71.513605
153,722.0,3442.0,71.513605
154,722.0,3442.0,71.513605
155,722.0,3442.0,71.513605
156,722.0,3442.0,71.513605
157,722.0,3442.0,71.513605
158,722.0,3442.0,71.513605
159,722.0,3442.0,71.513605
160,722.0,3442.0,71.513605
161,722.0,3442.0,71.513605
162,722.0,3442.0,71.513605
163,722.0,3442.0,71.513605
164,722.0,3442.0,71.513605
165,722.0,3442.0,71.513605
166,722.0,3442.0,71.513605
167,720.0,3432.0,71.513605
168,720.0,3432.0,71.513605
