Periods,Interaction,Signals,Successful rate
1,2192.0,6032.0,67.261905
2,1512.0,5096.0,67.517007
3,1299.0,4787.0,67.431973
4,1192.0,4616.0,67.346939
5,1112.0,4496.0,67.431973
6,1101.0,4469.0,67.261905
7,1067.0,4411.0,67.261905
8,999.0,4295.0,67.431973
9,999.0,4295.0,67.346939
10,956.0,4220.0,67.517007
11,956.0,4220.0,67.431973
12,947.0,4203.0,67.431973
13,931.0,4179.0,67.431973
14,918.0,4142.0,67.602041
15,920.0,4152.0,67.431973
16,911.0,4135.0,67.431973
17,893.0,4101.0,67.517007
18,893.0,4101.0,67.517007
19,884.0,4084.0,67.517007
20,882.0,4074.0,67.517007
21,882.0,4074.0,67.517007
22,882.0,4074.0,67.431973
23,882.0,4074.0,67.431973
24,896.0,4088.0,67.346939
25,889.0,4081.0,67.346939
26,889.0,4081.0,67.346939
27,871.0,4047.0,67.431973
28,903.0,4095.0,67.261905
29,896.0,4088.0,67.261905
30,862.0,4030.0,67.431973
31,853.0,4013.0,67.517007
32,853.0,4013.0,67.517007
33,894.0,4078.0,67.261905
34,853.0,4013.0,67.431973
35,844.0,3996.0,67.517007
36,844.0,3996.0,67.517007
37,844.0,3996.0,67.517007
38,851.0,4003.0,67.431973
39,851.0,4003.0,67.431973
40,867.0,4027.0,67.346939
41,883.0,4051.0,67.261905
42,851.0,4003.0,67.431973
43,858.0,4010.0,67.346939
44,849.0,3993.0,67.346939
45,842.0,3986.0,67.431973
46,858.0,4010.0,67.346939
47,849.0,3993.0,67.346939
48,840.0,3976.0,67.431973
49,840.0,3976.0,67.431973
50,847.0,3983.0,67.346939
51,840.0,3976.0,67.431973
52,840.0,3976.0,67.431973
53,872.0,4024.0,67.261905
54,840.0,3976.0,67.431973
55,840.0,3976.0,67.431973
56,838.0,3966.0,67.431973
57,847.0,3983.0,67.346939
58,831.0,3959.0,67.431973
59,847.0,3983.0,67.346939
60,831.0,3959.0,67.431973
61,847.0,3983.0,67.346939
62,847.0,3983.0,67.346939
63,847.0,3983.0,67.346939
64,847.0,3983.0,67.346939
65,847.0,3983.0,67.346939
66,845.0,3973.0,67.346939
67,845.0,3973.0,67.346939
68,829.0,3949.0,67.431973
69,845.0,3973.0,67.346939
70,829.0,3949.0,67.431973
71,845.0,3973.0,67.346939
72,829.0,3949.0,67.431973
73,845.0,3973.0,67.346939
74,829.0,3949.0,67.431973
75,845.0,3973.0,67.346939
76,829.0,3949.0,67.431973
77,845.0,3973.0,67.346939
78,845.0,3973.0,67.346939
79,843.0,3963.0,67.346939
80,827.0,3939.0,67.431973
81,843.0,3963.0,67.346939
82,827.0,3939.0,67.431973
83,843.0,3963.0,67.346939
84,827.0,3939.0,67.431973
85,836.0,3956.0,67.346939
86,820.0,3932.0,67.431973
87,836.0,3956.0,67.346939
88,820.0,3932.0,67.431973
89,836.0,3956.0,67.346939
90,827.0,3939.0,67.346939
91,836.0,3956.0,67.346939
92,827.0,3939.0,67.346939
93,836.0,3956.0,67.346939
94,836.0,3956.0,67.346939
95,852.0,3980.0,67.261905
96,834.0,3946.0,67.346939
97,809.0,3905.0,67.517007
98,834.0,3946.0,67.346939
99,809.0,3905.0,67.517007
100,834.0,3946.0,67.346939
101,818.0,3922.0,67.431973
102,834.0,3946.0,67.346939
103,818.0,3922.0,67.431973
104,834.0,3946.0,67.346939
105,834.0,3946.0,67.346939
106,818.0,3922.0,67.431973
107,834.0,3946.0,67.346939
108,818.0,3922.0,67.431973
109,834.0,3946.0,67.346939
110,809.0,3905.0,67.517007
111,834.0,3946.0,67.346939
112,834.0,3946.0,67.346939
113,818.0,3922.0,67.431973
114,834.0,3946.0,67.346939
115,809.0,3905.0,67.517007
116,834.0,3946.0,67.346939
117,809.0,3905.0,67.517007
118,834.0,3946.0,67.346939
119,832.0,3936.0,67.346939
120,807.0,3895.0,67.517007
121,832.0,3936.0,67.346939
122,807.0,3895.0,67.517007
123,832.0,3936.0,67.346939
124,832.0,3936.0,67.346939
125,807.0,3895.0,67.517007
126,832.0,3936.0,67.346939
127,816.0,3912.0,67.431973
128,832.0,3936.0,67.346939
129,832.0,3936.0,67.346939
130,816.0,3912.0,67.431973
131,832.0,3936.0,67.346939
132,816.0,3912.0,67.431973
133,832.0,3936.0,67.346939
134,832.0,3936.0,67.346939
135,816.0,3912.0,67.431973
136,832.0,3936.0,67.346939
137,832.0,3936.0,67.346939
138,816.0,3912.0,67.431973
139,832.0,3936.0,67.346939
140,807.0,3895.0,67.517007
141,816.0,3912.0,67.431973
142,832.0,3936.0,67.346939
143,816.0,3912.0,67.431973
144,832.0,3936.0,67.346939
145,807.0,3895.0,67.517007
146,816.0,3912.0,67.431973
147,832.0,3936.0,67.346939
148,814.0,3902.0,67.431973
149,814.0,3902.0,67.431973
150,814.0,3902.0,67.431973
151,814.0,3902.0,67.431973
152,814.0,3902.0,67.431973
153,814.0,3902.0,67.431973
154,814.0,3902.0,67.431973
155,814.0,3902.0,67.431973
156,814.0,3902.0,67.431973
157,814.0,3902.0,67.431973
158,814.0,3902.0,67.431973
159,814.0,3902.0,67.431973
160,814.0,3902.0,67.431973
161,830.0,3926.0,67.346939
162,814.0,3902.0,67.431973
163,814.0,3902.0,67.431973
164,830.0,3926.0,67.346939
165,814.0,3902.0,67.431973
166,814.0,3902.0,67.431973
167,830.0,3926.0,67.346939
168,814.0,3902.0,67.431973
