Periods,Interaction,Signals,Successful rate
1,2161.0,6017.0,67.091837
2,1550.0,5174.0,66.836735
3,1328.0,4848.0,66.836735
4,1200.0,4656.0,66.921769
5,1141.0,4557.0,66.836735
6,1075.0,4451.0,67.006803
7,1066.0,4434.0,66.836735
8,1005.0,4325.0,67.176871
9,1014.0,4342.0,66.836735
10,998.0,4318.0,66.836735
11,987.0,4291.0,66.836735
12,971.0,4267.0,66.921769
13,928.0,4192.0,67.176871
14,928.0,4192.0,67.091837
15,928.0,4192.0,67.006803
16,935.0,4199.0,66.921769
17,928.0,4192.0,66.921769
18,933.0,4189.0,66.836735
19,901.0,4141.0,67.006803
20,901.0,4141.0,67.006803
21,899.0,4131.0,67.006803
22,892.0,4124.0,67.006803
23,913.0,4145.0,66.836735
24,913.0,4145.0,66.836735
25,904.0,4128.0,66.836735
26,904.0,4128.0,66.836735
27,913.0,4145.0,66.836735
28,913.0,4145.0,66.836735
29,895.0,4111.0,66.836735
30,895.0,4111.0,66.836735
31,895.0,4111.0,66.836735
32,893.0,4101.0,66.836735
33,893.0,4101.0,66.836735
34,886.0,4094.0,66.836735
35,879.0,4087.0,66.921769
36,884.0,4084.0,66.836735
37,884.0,4084.0,66.836735
38,893.0,4101.0,66.836735
39,893.0,4101.0,66.836735
40,884.0,4084.0,66.836735
41,882.0,4074.0,66.836735
42,882.0,4074.0,66.836735
43,875.0,4067.0,66.836735
44,875.0,4067.0,66.836735
45,875.0,4067.0,66.836735
46,873.0,4057.0,66.836735
47,873.0,4057.0,66.836735
48,873.0,4057.0,66.836735
49,873.0,4057.0,66.836735
50,873.0,4057.0,66.836735
51,873.0,4057.0,66.836735
52,873.0,4057.0,66.836735
53,873.0,4057.0,66.836735
54,880.0,4064.0,66.836735
55,880.0,4064.0,66.836735
56,864.0,4040.0,66.921769
57,873.0,4057.0,66.836735
58,857.0,4033.0,66.921769
59,873.0,4057.0,66.836735
60,857.0,4033.0,66.921769
61,857.0,4033.0,66.921769
62,857.0,4033.0,66.921769
63,871.0,4047.0,66.836735
64,871.0,4047.0,66.836735
65,871.0,4047.0,66.836735
66,871.0,4047.0,66.836735
67,871.0,4047.0,66.836735
68,862.0,4030.0,66.836735
69,871.0,4047.0,66.836735
70,871.0,4047.0,66.836735
71,871.0,4047.0,66.836735
72,871.0,4047.0,66.836735
73,871.0,4047.0,66.836735
74,871.0,4047.0,66.836735
75,871.0,4047.0,66.836735
76,869.0,4037.0,66.836735
77,869.0,4037.0,66.836735
78,869.0,4037.0,66.836735
79,853.0,4013.0,66.921769
80,869.0,4037.0,66.836735
81,853.0,4013.0,66.921769
82,869.0,4037.0,66.836735
83,853.0,4013.0,66.921769
84,869.0,4037.0,66.836735
85,846.0,4006.0,66.921769
86,862.0,4030.0,66.836735
87,846.0,4006.0,66.921769
88,862.0,4030.0,66.836735
89,846.0,4006.0,66.921769
90,862.0,4030.0,66.836735
91,846.0,4006.0,66.921769
92,860.0,4020.0,66.836735
93,851.0,4003.0,66.836735
94,860.0,4020.0,66.836735
95,860.0,4020.0,66.836735
96,844.0,3996.0,66.921769
97,860.0,4020.0,66.836735
98,851.0,4003.0,66.836735
99,860.0,4020.0,66.836735
100,851.0,4003.0,66.836735
101,860.0,4020.0,66.836735
102,851.0,4003.0,66.836735
103,860.0,4020.0,66.836735
104,851.0,4003.0,66.836735
105,860.0,4020.0,66.836735
106,844.0,3996.0,66.921769
107,851.0,4003.0,66.836735
108,860.0,4020.0,66.836735
109,851.0,4003.0,66.836735
110,860.0,4020.0,66.836735
111,844.0,3996.0,66.921769
112,858.0,4010.0,66.836735
113,842.0,3986.0,66.921769
114,858.0,4010.0,66.836735
115,858.0,4010.0,66.836735
116,842.0,3986.0,66.921769
117,858.0,4010.0,66.836735
118,842.0,3986.0,66.921769
119,858.0,4010.0,66.836735
120,842.0,3986.0,66.921769
121,842.0,3986.0,66.921769
122,858.0,4010.0,66.836735
123,842.0,3986.0,66.921769
124,858.0,4010.0,66.836735
125,842.0,3986.0,66.921769
126,842.0,3986.0,66.921769
127,842.0,3986.0,66.921769
128,842.0,3986.0,66.921769
129,858.0,4010.0,66.836735
130,842.0,3986.0,66.921769
131,842.0,3986.0,66.921769
132,842.0,3986.0,66.921769
133,842.0,3986.0,66.921769
134,842.0,3986.0,66.921769
135,842.0,3986.0,66.921769
136,842.0,3986.0,66.921769
137,842.0,3986.0,66.921769
138,842.0,3986.0,66.921769
139,840.0,3976.0,66.921769
140,840.0,3976.0,66.921769
141,840.0,3976.0,66.921769
142,840.0,3976.0,66.921769
143,840.0,3976.0,66.921769
144,840.0,3976.0,66.921769
145,840.0,3976.0,66.921769
146,840.0,3976.0,66.921769
147,856.0,4000.0,66.836735
148,840.0,3976.0,66.921769
149,856.0,4000.0,66.836735
150,840.0,3976.0,66.921769
151,840.0,3976.0,66.921769
152,856.0,4000.0,66.836735
153,840.0,3976.0,66.921769
154,840.0,3976.0,66.921769
155,840.0,3976.0,66.921769
156,840.0,3976.0,66.921769
157,840.0,3976.0,66.921769
158,840.0,3976.0,66.921769
159,840.0,3976.0,66.921769
160,840.0,3976.0,66.921769
161,840.0,3976.0,66.921769
162,840.0,3976.0,66.921769
163,856.0,4000.0,66.836735
164,840.0,3976.0,66.921769
165,840.0,3976.0,66.921769
166,856.0,4000.0,66.836735
167,840.0,3976.0,66.921769
168,840.0,3976.0,66.921769
