Periods,Interaction,Signals,Successful rate
1,2152.0,5944.0,68.027211
2,1500.0,5036.0,68.027211
3,1278.0,4710.0,68.027211
4,1164.0,4532.0,68.027211
5,1091.0,4419.0,68.027211
6,1064.0,4368.0,67.857143
7,1014.0,4286.0,68.027211
8,1003.0,4259.0,67.857143
9,989.0,4245.0,67.857143
10,946.0,4170.0,68.027211
11,935.0,4143.0,68.027211
12,951.0,4167.0,67.857143
13,926.0,4126.0,67.857143
14,933.0,4133.0,67.857143
15,924.0,4116.0,67.857143
16,890.0,4058.0,68.027211
17,881.0,4041.0,68.027211
18,906.0,4082.0,67.857143
19,872.0,4024.0,68.027211
20,895.0,4055.0,67.857143
21,895.0,4055.0,67.857143
22,886.0,4038.0,67.857143
23,886.0,4038.0,67.857143
24,886.0,4038.0,67.857143
25,877.0,4021.0,67.857143
26,877.0,4021.0,67.857143
27,850.0,3970.0,68.027211
28,850.0,3970.0,68.027211
29,868.0,4004.0,67.857143
30,868.0,4004.0,67.857143
31,850.0,3970.0,67.942177
32,850.0,3970.0,67.942177
33,866.0,3994.0,67.857143
34,859.0,3987.0,67.857143
35,841.0,3953.0,67.942177
36,841.0,3953.0,67.942177
37,832.0,3936.0,68.027211
38,832.0,3936.0,68.027211
39,839.0,3943.0,67.942177
40,839.0,3943.0,67.942177
41,830.0,3926.0,68.027211
42,830.0,3926.0,68.027211
43,846.0,3950.0,67.857143
44,846.0,3950.0,67.857143
45,846.0,3950.0,67.857143
46,846.0,3950.0,67.857143
47,830.0,3926.0,67.942177
48,846.0,3950.0,67.857143
49,844.0,3940.0,67.857143
50,828.0,3916.0,67.942177
51,844.0,3940.0,67.857143
52,844.0,3940.0,67.857143
53,844.0,3940.0,67.857143
54,844.0,3940.0,67.857143
55,844.0,3940.0,67.857143
56,844.0,3940.0,67.857143
57,835.0,3923.0,67.857143
58,819.0,3899.0,67.942177
59,810.0,3882.0,68.027211
60,819.0,3899.0,67.942177
61,835.0,3923.0,67.857143
62,810.0,3882.0,68.027211
63,835.0,3923.0,67.857143
64,810.0,3882.0,68.027211
65,819.0,3899.0,67.942177
66,833.0,3913.0,67.857143
67,817.0,3889.0,67.942177
68,833.0,3913.0,67.857143
69,808.0,3872.0,68.027211
70,833.0,3913.0,67.857143
71,833.0,3913.0,67.857143
72,833.0,3913.0,67.857143
73,808.0,3872.0,68.027211
74,833.0,3913.0,67.857143
75,808.0,3872.0,68.027211
76,833.0,3913.0,67.857143
77,808.0,3872.0,68.027211
78,831.0,3903.0,67.857143
79,806.0,3862.0,68.027211
80,831.0,3903.0,67.857143
81,806.0,3862.0,68.027211
82,831.0,3903.0,67.857143
83,806.0,3862.0,68.027211
84,831.0,3903.0,67.857143
85,824.0,3896.0,67.857143
86,824.0,3896.0,67.857143
87,824.0,3896.0,67.857143
88,824.0,3896.0,67.857143
89,824.0,3896.0,67.857143
90,799.0,3855.0,68.027211
91,824.0,3896.0,67.857143
92,799.0,3855.0,68.027211
93,824.0,3896.0,67.857143
94,824.0,3896.0,67.857143
95,797.0,3845.0,68.027211
96,822.0,3886.0,67.857143
97,797.0,3845.0,68.027211
98,822.0,3886.0,67.857143
99,797.0,3845.0,68.027211
100,797.0,3845.0,68.027211
101,822.0,3886.0,67.857143
102,797.0,3845.0,68.027211
103,822.0,3886.0,67.857143
104,797.0,3845.0,68.027211
105,822.0,3886.0,67.857143
106,822.0,3886.0,67.857143
107,822.0,3886.0,67.857143
108,822.0,3886.0,67.857143
109,822.0,3886.0,67.857143
110,822.0,3886.0,67.857143
111,822.0,3886.0,67.857143
112,822.0,3886.0,67.857143
113,797.0,3845.0,68.027211
114,797.0,3845.0,68.027211
115,797.0,3845.0,68.027211
116,822.0,3886.0,67.857143
117,797.0,3845.0,68.027211
118,795.0,3835.0,68.027211
119,795.0,3835.0,68.027211
120,795.0,3835.0,68.027211
121,820.0,3876.0,67.857143
122,795.0,3835.0,68.027211
123,795.0,3835.0,68.027211
124,820.0,3876.0,67.857143
125,795.0,3835.0,68.027211
126,820.0,3876.0,67.857143
127,795.0,3835.0,68.027211
128,795.0,3835.0,68.027211
129,820.0,3876.0,67.857143
130,795.0,3835.0,68.027211
131,795.0,3835.0,68.027211
132,820.0,3876.0,67.857143
133,795.0,3835.0,68.027211
134,820.0,3876.0,67.857143
135,820.0,3876.0,67.857143
136,795.0,3835.0,68.027211
137,795.0,3835.0,68.027211
138,795.0,3835.0,68.027211
139,795.0,3835.0,68.027211
140,795.0,3835.0,68.027211
141,795.0,3835.0,68.027211
142,795.0,3835.0,68.027211
143,820.0,3876.0,67.857143
144,795.0,3835.0,68.027211
145,795.0,3835.0,68.027211
146,820.0,3876.0,67.857143
147,795.0,3835.0,68.027211
148,793.0,3825.0,68.027211
149,818.0,3866.0,67.857143
150,793.0,3825.0,68.027211
151,793.0,3825.0,68.027211
152,793.0,3825.0,68.027211
153,793.0,3825.0,68.027211
154,793.0,3825.0,68.027211
155,793.0,3825.0,68.027211
156,793.0,3825.0,68.027211
157,793.0,3825.0,68.027211
158,793.0,3825.0,68.027211
159,793.0,3825.0,68.027211
160,793.0,3825.0,68.027211
161,793.0,3825.0,68.027211
162,793.0,3825.0,68.027211
163,793.0,3825.0,68.027211
164,793.0,3825.0,68.027211
165,793.0,3825.0,68.027211
166,793.0,3825.0,68.027211
167,793.0,3825.0,68.027211
168,793.0,3825.0,68.027211
