Periods,Interaction,Signals,Successful rate
1,2168.0,5968.0,68.027211
2,1507.0,5043.0,68.112245
3,1274.0,4690.0,68.282313
4,1192.0,4560.0,67.942177
5,1119.0,4447.0,67.942177
6,1085.0,4389.0,67.942177
7,1042.0,4314.0,67.942177
8,1001.0,4249.0,68.027211
9,1001.0,4249.0,67.942177
10,983.0,4215.0,67.942177
11,940.0,4140.0,68.112245
12,931.0,4123.0,68.112245
13,915.0,4099.0,68.112245
14,913.0,4089.0,68.112245
15,936.0,4120.0,67.942177
16,927.0,4103.0,67.942177
17,904.0,4072.0,68.027211
18,902.0,4062.0,68.027211
19,909.0,4069.0,67.942177
20,909.0,4069.0,67.942177
21,907.0,4059.0,67.942177
22,898.0,4042.0,67.942177
23,866.0,3994.0,68.112245
24,898.0,4042.0,67.942177
25,889.0,4025.0,67.942177
26,889.0,4025.0,67.942177
27,857.0,3977.0,68.112245
28,855.0,3967.0,68.112245
29,848.0,3960.0,68.112245
30,848.0,3960.0,68.112245
31,846.0,3950.0,68.112245
32,846.0,3950.0,68.112245
33,878.0,3998.0,67.942177
34,837.0,3933.0,68.112245
35,826.0,3906.0,68.282313
36,837.0,3933.0,68.112245
37,837.0,3933.0,68.112245
38,869.0,3981.0,67.942177
39,835.0,3923.0,68.112245
40,835.0,3923.0,68.112245
41,835.0,3923.0,68.112245
42,835.0,3923.0,68.112245
43,826.0,3906.0,68.112245
44,826.0,3906.0,68.112245
45,826.0,3906.0,68.112245
46,826.0,3906.0,68.112245
47,826.0,3906.0,68.112245
48,826.0,3906.0,68.112245
49,826.0,3906.0,68.112245
50,824.0,3896.0,68.112245
51,824.0,3896.0,68.112245
52,824.0,3896.0,68.112245
53,824.0,3896.0,68.112245
54,824.0,3896.0,68.112245
55,824.0,3896.0,68.112245
56,824.0,3896.0,68.112245
57,838.0,3910.0,67.942177
58,815.0,3879.0,68.112245
59,838.0,3910.0,67.942177
60,815.0,3879.0,68.112245
61,822.0,3886.0,68.027211
62,815.0,3879.0,68.112245
63,822.0,3886.0,68.027211
64,838.0,3910.0,67.942177
65,822.0,3886.0,68.027211
66,822.0,3886.0,68.027211
67,822.0,3886.0,68.027211
68,820.0,3876.0,68.027211
69,813.0,3869.0,68.112245
70,820.0,3876.0,68.027211
71,836.0,3900.0,67.942177
72,820.0,3876.0,68.027211
73,820.0,3876.0,68.027211
74,820.0,3876.0,68.027211
75,820.0,3876.0,68.027211
76,820.0,3876.0,68.027211
77,820.0,3876.0,68.027211
78,820.0,3876.0,68.027211
79,820.0,3876.0,68.027211
80,813.0,3869.0,68.112245
81,802.0,3842.0,68.112245
82,811.0,3859.0,68.112245
83,802.0,3842.0,68.112245
84,811.0,3859.0,68.112245
85,811.0,3859.0,68.027211
86,804.0,3852.0,68.112245
87,795.0,3835.0,68.197279
88,804.0,3852.0,68.112245
89,795.0,3835.0,68.197279
90,804.0,3852.0,68.112245
91,795.0,3835.0,68.197279
92,827.0,3883.0,67.942177
93,795.0,3835.0,68.197279
94,811.0,3859.0,68.027211
95,795.0,3835.0,68.197279
96,811.0,3859.0,68.027211
97,795.0,3835.0,68.197279
98,811.0,3859.0,68.027211
99,802.0,3842.0,68.112245
100,802.0,3842.0,68.112245
101,802.0,3842.0,68.112245
102,802.0,3842.0,68.112245
103,802.0,3842.0,68.112245
104,802.0,3842.0,68.112245
105,802.0,3842.0,68.112245
106,802.0,3842.0,68.112245
107,802.0,3842.0,68.112245
108,802.0,3842.0,68.112245
109,802.0,3842.0,68.112245
110,802.0,3842.0,68.112245
111,802.0,3842.0,68.112245
112,802.0,3842.0,68.112245
113,809.0,3849.0,68.027211
114,802.0,3842.0,68.112245
115,802.0,3842.0,68.112245
116,802.0,3842.0,68.112245
117,802.0,3842.0,68.112245
118,802.0,3842.0,68.112245
119,802.0,3842.0,68.112245
120,807.0,3839.0,68.027211
121,800.0,3832.0,68.112245
122,800.0,3832.0,68.112245
123,791.0,3815.0,68.112245
124,800.0,3832.0,68.112245
125,791.0,3815.0,68.112245
126,800.0,3832.0,68.112245
127,807.0,3839.0,68.027211
128,800.0,3832.0,68.112245
129,800.0,3832.0,68.112245
130,800.0,3832.0,68.112245
131,800.0,3832.0,68.112245
132,807.0,3839.0,68.027211
133,800.0,3832.0,68.112245
134,800.0,3832.0,68.112245
135,800.0,3832.0,68.112245
136,800.0,3832.0,68.112245
137,800.0,3832.0,68.112245
138,800.0,3832.0,68.112245
139,800.0,3832.0,68.112245
140,807.0,3839.0,68.027211
141,800.0,3832.0,68.112245
142,800.0,3832.0,68.112245
143,800.0,3832.0,68.112245
144,800.0,3832.0,68.112245
145,807.0,3839.0,68.027211
146,800.0,3832.0,68.112245
147,800.0,3832.0,68.112245
148,800.0,3832.0,68.112245
149,800.0,3832.0,68.112245
150,800.0,3832.0,68.112245
151,798.0,3822.0,68.112245
152,798.0,3822.0,68.112245
153,805.0,3829.0,68.027211
154,798.0,3822.0,68.112245
155,798.0,3822.0,68.112245
156,798.0,3822.0,68.112245
157,798.0,3822.0,68.112245
158,798.0,3822.0,68.112245
159,798.0,3822.0,68.112245
160,798.0,3822.0,68.112245
161,798.0,3822.0,68.112245
162,798.0,3822.0,68.112245
163,798.0,3822.0,68.112245
164,789.0,3805.0,68.197279
165,798.0,3822.0,68.112245
166,798.0,3822.0,68.112245
167,789.0,3805.0,68.197279
168,798.0,3822.0,68.112245
