Periods,Interaction,Signals,Successful rate
1,2141.0,5861.0,68.792517
2,1487.0,4943.0,69.047619
3,1265.0,4617.0,69.047619
4,1154.0,4482.0,68.537415
5,1078.0,4326.0,68.877551
6,1035.0,4251.0,68.877551
7,1004.0,4236.0,68.537415
8,974.0,4142.0,69.047619
9,951.0,4111.0,68.877551
10,931.0,4067.0,69.047619
11,924.0,4060.0,68.877551
12,913.0,4033.0,68.877551
13,895.0,3999.0,69.047619
14,893.0,3989.0,69.047619
15,886.0,3982.0,68.877551
16,875.0,3955.0,69.047619
17,868.0,3948.0,69.047619
18,866.0,3938.0,69.047619
19,857.0,3921.0,69.047619
20,857.0,3921.0,69.047619
21,855.0,3911.0,69.047619
22,848.0,3904.0,69.047619
23,846.0,3894.0,69.047619
24,848.0,3904.0,68.877551
25,837.0,3877.0,69.047619
26,837.0,3877.0,69.047619
27,848.0,3904.0,68.792517
28,846.0,3894.0,68.792517
29,828.0,3860.0,69.047619
30,828.0,3860.0,69.047619
31,826.0,3850.0,69.047619
32,826.0,3850.0,69.047619
33,826.0,3850.0,69.047619
34,819.0,3843.0,69.047619
35,817.0,3833.0,69.047619
36,817.0,3833.0,69.047619
37,819.0,3843.0,68.877551
38,817.0,3833.0,69.047619
39,815.0,3823.0,69.047619
40,817.0,3833.0,68.877551
41,817.0,3833.0,68.877551
42,815.0,3823.0,69.047619
43,808.0,3816.0,69.047619
44,808.0,3816.0,68.877551
45,806.0,3806.0,69.047619
46,806.0,3806.0,69.047619
47,808.0,3816.0,68.877551
48,806.0,3806.0,69.047619
49,806.0,3806.0,69.047619
50,804.0,3796.0,69.047619
51,804.0,3796.0,69.047619
52,804.0,3796.0,69.047619
53,804.0,3796.0,69.047619
54,804.0,3796.0,69.047619
55,804.0,3796.0,69.047619
56,804.0,3796.0,69.047619
57,797.0,3789.0,69.047619
58,797.0,3789.0,69.047619
59,795.0,3779.0,69.047619
60,795.0,3779.0,69.047619
61,795.0,3779.0,69.047619
62,795.0,3779.0,69.047619
63,795.0,3779.0,69.047619
64,795.0,3779.0,69.047619
65,795.0,3779.0,69.047619
66,795.0,3779.0,69.047619
67,795.0,3779.0,69.047619
68,793.0,3769.0,69.047619
69,793.0,3769.0,69.047619
70,793.0,3769.0,69.047619
71,793.0,3769.0,69.047619
72,793.0,3769.0,69.047619
73,793.0,3769.0,69.047619
74,793.0,3769.0,69.047619
75,793.0,3769.0,69.047619
76,793.0,3769.0,69.047619
77,793.0,3769.0,69.047619
78,793.0,3769.0,69.047619
79,793.0,3769.0,69.047619
80,791.0,3759.0,69.047619
81,791.0,3759.0,69.047619
82,791.0,3759.0,69.047619
83,791.0,3759.0,69.047619
84,791.0,3759.0,69.047619
85,784.0,3752.0,69.047619
86,784.0,3752.0,69.047619
87,784.0,3752.0,69.047619
88,784.0,3752.0,69.047619
89,784.0,3752.0,69.047619
90,784.0,3752.0,69.047619
91,784.0,3752.0,69.047619
92,784.0,3752.0,69.047619
93,784.0,3752.0,69.047619
94,784.0,3752.0,69.047619
95,784.0,3752.0,69.047619
96,784.0,3752.0,69.047619
97,782.0,3742.0,69.047619
98,782.0,3742.0,69.047619
99,782.0,3742.0,69.047619
100,782.0,3742.0,69.047619
101,782.0,3742.0,69.047619
102,782.0,3742.0,69.047619
103,782.0,3742.0,69.047619
104,782.0,3742.0,69.047619
105,782.0,3742.0,69.047619
106,782.0,3742.0,69.047619
107,782.0,3742.0,69.047619
108,782.0,3742.0,69.047619
109,782.0,3742.0,69.047619
110,782.0,3742.0,69.047619
111,782.0,3742.0,69.047619
112,782.0,3742.0,69.047619
113,782.0,3742.0,69.047619
114,782.0,3742.0,69.047619
115,782.0,3742.0,69.047619
116,782.0,3742.0,69.047619
117,782.0,3742.0,69.047619
118,782.0,3742.0,69.047619
119,780.0,3732.0,69.047619
120,780.0,3732.0,69.047619
121,780.0,3732.0,69.047619
122,780.0,3732.0,69.047619
123,780.0,3732.0,69.047619
124,780.0,3732.0,69.047619
125,780.0,3732.0,69.047619
126,780.0,3732.0,69.047619
127,780.0,3732.0,69.047619
128,780.0,3732.0,69.047619
129,780.0,3732.0,69.047619
130,780.0,3732.0,69.047619
131,780.0,3732.0,69.047619
132,780.0,3732.0,69.047619
133,780.0,3732.0,69.047619
134,780.0,3732.0,69.047619
135,780.0,3732.0,69.047619
136,780.0,3732.0,69.047619
137,780.0,3732.0,69.047619
138,780.0,3732.0,69.047619
139,780.0,3732.0,69.047619
140,780.0,3732.0,69.047619
141,780.0,3732.0,69.047619
142,780.0,3732.0,69.047619
143,780.0,3732.0,69.047619
144,780.0,3732.0,69.047619
145,780.0,3732.0,69.047619
146,780.0,3732.0,69.047619
147,780.0,3732.0,69.047619
148,780.0,3732.0,69.047619
149,780.0,3732.0,69.047619
150,780.0,3732.0,69.047619
151,780.0,3732.0,69.047619
152,778.0,3722.0,69.047619
153,778.0,3722.0,69.047619
154,778.0,3722.0,69.047619
155,778.0,3722.0,69.047619
156,778.0,3722.0,69.047619
157,778.0,3722.0,69.047619
158,778.0,3722.0,69.047619
159,778.0,3722.0,69.047619
160,778.0,3722.0,69.047619
161,778.0,3722.0,69.047619
162,778.0,3722.0,69.047619
163,778.0,3722.0,69.047619
164,778.0,3722.0,69.047619
165,778.0,3722.0,69.047619
166,778.0,3722.0,69.047619
167,778.0,3722.0,69.047619
168,778.0,3722.0,69.047619
