Periods,Interaction,Signals,Successful rate
1,2159.0,5895.0,68.537415
2,1520.0,5024.0,68.537415
3,1289.0,4681.0,68.622449
4,1169.0,4529.0,68.197279
5,1096.0,4416.0,68.197279
6,1051.0,4331.0,68.282313
7,1017.0,4273.0,68.197279
8,996.0,4196.0,68.537415
9,980.0,4172.0,68.537415
10,962.0,4138.0,68.537415
11,953.0,4121.0,68.537415
12,933.0,4077.0,68.622449
13,913.0,4089.0,68.197279
14,924.0,4060.0,68.537415
15,902.0,4062.0,68.197279
16,906.0,4026.0,68.537415
17,899.0,4019.0,68.537415
18,897.0,4009.0,68.537415
19,888.0,3992.0,68.537415
20,888.0,3992.0,68.537415
21,886.0,3982.0,68.537415
22,879.0,3975.0,68.537415
23,877.0,3965.0,68.537415
24,877.0,3965.0,68.537415
25,868.0,3948.0,68.537415
26,846.0,3950.0,68.282313
27,846.0,3950.0,68.282313
28,853.0,3957.0,68.197279
29,846.0,3950.0,68.197279
30,859.0,3931.0,68.537415
31,857.0,3921.0,68.537415
32,848.0,3904.0,68.622449
33,848.0,3904.0,68.622449
34,841.0,3897.0,68.622449
35,848.0,3904.0,68.537415
36,848.0,3904.0,68.537415
37,848.0,3904.0,68.537415
38,848.0,3904.0,68.537415
39,846.0,3894.0,68.537415
40,846.0,3894.0,68.537415
41,846.0,3894.0,68.537415
42,846.0,3894.0,68.537415
43,839.0,3887.0,68.537415
44,828.0,3860.0,68.622449
45,828.0,3860.0,68.622449
46,837.0,3877.0,68.537415
47,828.0,3860.0,68.622449
48,837.0,3877.0,68.537415
49,837.0,3877.0,68.537415
50,835.0,3867.0,68.537415
51,835.0,3867.0,68.537415
52,835.0,3867.0,68.537415
53,835.0,3867.0,68.537415
54,835.0,3867.0,68.537415
55,835.0,3867.0,68.537415
56,835.0,3867.0,68.537415
57,828.0,3860.0,68.537415
58,817.0,3833.0,68.537415
59,817.0,3833.0,68.537415
60,817.0,3833.0,68.537415
61,817.0,3833.0,68.537415
62,817.0,3833.0,68.537415
63,817.0,3833.0,68.537415
64,826.0,3850.0,68.537415
65,817.0,3833.0,68.537415
66,817.0,3833.0,68.537415
67,817.0,3833.0,68.537415
68,815.0,3823.0,68.537415
69,815.0,3823.0,68.537415
70,815.0,3823.0,68.537415
71,815.0,3823.0,68.537415
72,815.0,3823.0,68.537415
73,815.0,3823.0,68.537415
74,815.0,3823.0,68.537415
75,815.0,3823.0,68.537415
76,815.0,3823.0,68.537415
77,815.0,3823.0,68.537415
78,815.0,3823.0,68.537415
79,815.0,3823.0,68.537415
80,815.0,3823.0,68.537415
81,813.0,3813.0,68.537415
82,813.0,3813.0,68.537415
83,813.0,3813.0,68.537415
84,813.0,3813.0,68.537415
85,806.0,3806.0,68.537415
86,806.0,3806.0,68.537415
87,806.0,3806.0,68.537415
88,806.0,3806.0,68.537415
89,806.0,3806.0,68.537415
90,806.0,3806.0,68.537415
91,806.0,3806.0,68.537415
92,806.0,3806.0,68.537415
93,806.0,3806.0,68.537415
94,806.0,3806.0,68.537415
95,806.0,3806.0,68.537415
96,806.0,3806.0,68.537415
97,806.0,3806.0,68.537415
98,806.0,3806.0,68.537415
99,804.0,3796.0,68.537415
100,804.0,3796.0,68.537415
101,804.0,3796.0,68.537415
102,804.0,3796.0,68.537415
103,804.0,3796.0,68.537415
104,804.0,3796.0,68.537415
105,804.0,3796.0,68.537415
106,804.0,3796.0,68.537415
107,804.0,3796.0,68.537415
108,804.0,3796.0,68.537415
109,804.0,3796.0,68.537415
110,804.0,3796.0,68.537415
111,804.0,3796.0,68.537415
112,804.0,3796.0,68.537415
113,804.0,3796.0,68.537415
114,804.0,3796.0,68.537415
115,804.0,3796.0,68.537415
116,804.0,3796.0,68.537415
117,804.0,3796.0,68.537415
118,804.0,3796.0,68.537415
119,804.0,3796.0,68.537415
120,804.0,3796.0,68.537415
121,802.0,3786.0,68.537415
122,802.0,3786.0,68.537415
123,802.0,3786.0,68.537415
124,802.0,3786.0,68.537415
125,802.0,3786.0,68.537415
126,802.0,3786.0,68.537415
127,802.0,3786.0,68.537415
128,802.0,3786.0,68.537415
129,802.0,3786.0,68.537415
130,802.0,3786.0,68.537415
131,802.0,3786.0,68.537415
132,802.0,3786.0,68.537415
133,802.0,3786.0,68.537415
134,802.0,3786.0,68.537415
135,802.0,3786.0,68.537415
136,802.0,3786.0,68.537415
137,802.0,3786.0,68.537415
138,802.0,3786.0,68.537415
139,802.0,3786.0,68.537415
140,802.0,3786.0,68.537415
141,802.0,3786.0,68.537415
142,802.0,3786.0,68.537415
143,802.0,3786.0,68.537415
144,802.0,3786.0,68.537415
145,802.0,3786.0,68.537415
146,802.0,3786.0,68.537415
147,802.0,3786.0,68.537415
148,802.0,3786.0,68.537415
149,802.0,3786.0,68.537415
150,802.0,3786.0,68.537415
151,802.0,3786.0,68.537415
152,802.0,3786.0,68.537415
153,809.0,3793.0,68.537415
154,800.0,3776.0,68.537415
155,800.0,3776.0,68.537415
156,809.0,3793.0,68.537415
157,800.0,3776.0,68.537415
158,800.0,3776.0,68.537415
159,809.0,3793.0,68.537415
160,800.0,3776.0,68.537415
161,800.0,3776.0,68.537415
162,800.0,3776.0,68.537415
163,800.0,3776.0,68.537415
164,800.0,3776.0,68.537415
165,800.0,3776.0,68.537415
166,800.0,3776.0,68.537415
167,800.0,3776.0,68.537415
168,800.0,3776.0,68.537415
